dimensiuneTotala,2023-05-28T11:53:40.4423472
viewAllElements,2023-05-28T11:53:50.0198943
afiseazaElemente,2023-05-28T11:53:50.0338638
readLocalData,2023-05-28T11:54:10.0378284
addElement,2023-05-28T11:54:17.271039
adaugaElement,2023-05-28T11:54:17.272015
dimensiuneTotala,2023-05-28T11:58:24.3082804
viewAllElements,2023-05-28T11:58:32.7193861
afiseazaElemente,2023-05-28T11:58:32.7323516
readLocalData,2023-05-28T11:58:54.045205
addElement,2023-05-28T11:59:08.3723928
adaugaElement,2023-05-28T11:59:08.3723928
viewAllElements,2023-05-28T11:59:10.1017346
afiseazaElemente,2023-05-28T11:59:10.1017346
viewElement,2023-05-28T12:00:05.8251876
updateElement,2023-05-28T12:00:18.5326814
actualizeazaFotografie,2023-05-28T12:00:18.5336803
actualizeazaElement,2023-05-28T12:00:20.5859063
viewAllElements,2023-05-28T12:00:21.5449326
afiseazaElemente,2023-05-28T12:00:21.5459353
viewElement,2023-05-28T12:00:41.8971831
cautaElement,2023-05-28T12:00:41.8981857
viewElement,2023-05-28T12:00:52.2924498
cautaElement,2023-05-28T12:00:52.2939832
viewElement,2023-05-28T12:00:57.3404231
cautaElement,2023-05-28T12:00:57.3414296
viewElement,2023-05-28T12:01:16.9894336
removeElement,2023-05-28T12:01:17.060245
stergeElement,2023-05-28T12:01:17.0612566
viewElement,2023-05-28T12:02:09.404014
cautaElement,2023-05-28T12:02:09.4050216
viewElement,2023-05-28T12:02:12.8400373
stergeElement,2023-05-28T12:02:12.8400373
viewAllElements,2023-05-28T12:02:21.5765977
filtrareElemente,2023-05-28T12:02:21.578595
viewAllElements,2023-05-28T12:02:29.734337
filtrareElemente,2023-05-28T12:02:29.734337
viewAllElements,2023-05-28T12:02:37.696694
filtrareElemente,2023-05-28T12:02:37.696694
viewAllElements,2023-05-28T12:02:53.9291299
filtrareElemente,2023-05-28T12:02:53.9311255
viewAllElements,2023-05-28T12:03:25.5339118
filtrareElemente,2023-05-28T12:03:25.5339118
readLocalData,2023-05-28T12:03:37.6669559
readLocalData,2023-05-28T12:03:42.4324576
viewAllElements,2023-05-28T12:03:42.4324576
filtrareElemente,2023-05-28T12:03:42.434453
viewAllElements,2023-05-28T12:04:18.6489586
filtrareElemente,2023-05-28T12:04:18.6509153
sortElements,2023-05-28T12:04:25.3536944
sortareElemente,2023-05-28T12:04:25.3546925
sortElements,2023-05-28T12:04:38.971473
sortareElemente,2023-05-28T12:04:38.9724713
sortElements,2023-05-28T12:04:54.0290362
sortareElemente,2023-05-28T12:04:54.0300355
addTag,2023-05-28T12:05:26.6560686
adaugaEticheta,2023-05-28T12:05:26.6569957
addTag,2023-05-28T12:09:13.2759815
adaugaEticheta,2023-05-28T12:09:13.2779763
addTag,2023-05-28T12:10:35.8928994
adaugaEticheta,2023-05-28T12:10:35.8969273
addTag,2023-05-28T12:11:03.698336
adaugaEticheta,2023-05-28T12:11:03.7005389
addTag,2023-05-28T12:11:46.2810216
adaugaEticheta,2023-05-28T12:11:46.2820202
adaugaEticheta,2023-05-28T12:11:52.0468392
viewElementsByTag,2023-05-28T12:12:11.151511
vizualizareDupaEticheta,2023-05-28T12:12:11.1525093
viewAllElements,2023-05-28T12:12:27.8372141
afiseazaElemente,2023-05-28T12:12:27.8411786
dimensiuneTotala,2023-05-28T12:13:01.4339358
dimensiuneTotala,2023-05-28T12:15:28.4449283
addTag,2023-05-28T12:16:49.9042987
adaugaEticheta,2023-05-28T12:16:49.9092858
addTag,2023-05-28T12:16:57.7164839
adaugaEticheta,2023-05-28T12:16:57.7174984
viewElementsByTag,2023-05-28T12:17:16.9588076
vizualizareDupaEticheta,2023-05-28T12:17:16.9588076
viewElementsByTag,2023-05-28T12:17:33.9623319
vizualizareDupaEticheta,2023-05-28T12:17:33.963332
removeTag,2023-05-28T12:17:45.2530719
stergeEticheta,2023-05-28T12:17:45.25407
removeTag,2023-05-28T12:17:53.3241278
stergeEticheta,2023-05-28T12:17:53.3254539
viewAllAlbums,2023-05-28T12:18:15.4404134
afiseazaAlbume,2023-05-28T12:18:15.4414114
createAlbum,2023-05-28T12:18:20.4998536
getAlbumByName,2023-05-28T12:18:20.4998536
adaugaAlbum,2023-05-28T12:18:20.5467719
viewAllAlbums,2023-05-28T12:18:22.2789888
afiseazaAlbume,2023-05-28T12:18:22.2789888
createAlbum,2023-05-28T12:18:30.3422627
getAlbumByName,2023-05-28T12:18:30.3432614
adaugaAlbum,2023-05-28T12:18:30.3432614
getAlbumByName,2023-05-28T12:18:56.9118788
updateAlbum,2023-05-28T12:18:56.9536676
actulizeazaAlbum,2023-05-28T12:18:56.9544717
getAlbumByName,2023-05-28T12:19:09.3925567
deleteAlbum,2023-05-28T12:19:09.4448614
stergeAlbum,2023-05-28T12:19:09.4458595
getAlbumByName,2023-05-28T12:19:45.3560168
addElementToAlbum,2023-05-28T12:19:45.360614
adaugaElementAlbum,2023-05-28T12:19:45.3617149
getAlbumByName,2023-05-28T12:20:16.2194632
addElementToAlbum,2023-05-28T12:20:16.2204307
adaugaElementAlbum,2023-05-28T12:20:16.2214272
getAlbumByName,2023-05-28T12:20:24.7524205
addElementToAlbum,2023-05-28T12:20:24.7563819
adaugaElementAlbum,2023-05-28T12:20:24.7573995
viewAllAlbums,2023-05-28T12:20:28.0238058
afiseazaAlbume,2023-05-28T12:20:28.0247779
getAlbumByName,2023-05-28T12:20:40.0572722
addElementToAlbum,2023-05-28T12:20:40.0999831
adaugaElementAlbum,2023-05-28T12:20:40.1009857
viewAllAlbums,2023-05-28T12:20:45.8437709
afiseazaAlbume,2023-05-28T12:20:45.8447307
viewAllAlbums,2023-05-28T12:25:34.1587474
afiseazaAlbume,2023-05-28T12:25:34.1647318
getAlbumByName,2023-05-28T12:25:46.6623218
addElementToAlbum,2023-05-28T12:25:46.6751177
adaugaElementAlbum,2023-05-28T12:25:46.6761142
getAlbumByName,2023-05-28T12:25:54.2652454
addElementToAlbum,2023-05-28T12:25:54.2652454
adaugaElementAlbum,2023-05-28T12:25:54.2662414
getAlbumByName,2023-05-28T12:26:20.3950178
addElementToAlbum,2023-05-28T12:26:20.396021
adaugaElementAlbum,2023-05-28T12:26:20.396021
getAlbumByName,2023-05-28T12:26:27.146486
addElementToAlbum,2023-05-28T12:26:27.1514727
adaugaElementAlbum,2023-05-28T12:26:27.1524694
viewAllAlbums,2023-05-28T12:26:33.7529086
afiseazaAlbume,2023-05-28T12:26:33.7656917
getAlbumByName,2023-05-28T12:26:43.6921747
removeElementFromAlbum,2023-05-28T12:26:43.6961667
stergeElementAlbum,2023-05-28T12:26:43.6961667
getAlbumByName,2023-05-28T12:26:48.9448981
removeElementFromAlbum,2023-05-28T12:26:48.9468956
stergeElementAlbum,2023-05-28T12:26:48.947892
getAlbumByName,2023-05-28T12:29:29.6902424
addElementToAlbum,2023-05-28T12:29:29.7050265
adaugaElementAlbum,2023-05-28T12:29:29.7060337
getAlbumByName,2023-05-28T12:29:35.2723492
removeElementFromAlbum,2023-05-28T12:29:35.2763645
stergeElementAlbum,2023-05-28T12:29:35.2775692
getAlbumByName,2023-05-28T12:29:39.9673412
removeElementFromAlbum,2023-05-28T12:29:39.9683399
stergeElementAlbum,2023-05-28T12:29:39.9683399
getAlbumByName,2023-05-28T12:29:48.86178
viewAlbumContent,2023-05-28T12:29:48.8725684
vizualizareElemAlbum,2023-05-28T12:29:48.8735672
getAlbumByName,2023-05-28T12:29:58.6853477
deleteAlbum,2023-05-28T12:29:58.7471617
stergeAlbum,2023-05-28T12:29:58.748514
viewAllAlbums,2023-05-28T12:32:14.3725186
afiseazaAlbume,2023-05-28T12:32:14.3735174
viewElement, 2023-05-28T12:46:25.4236824
stergeElement, 2023-05-28T12:46:25.4287
viewAllElements, 2023-05-28T12:46:29.5997719
afiseazaElemente, 2023-05-28T12:46:29.6134199
viewElement, 2023-05-28T12:46:38.8588944
removeElement, 2023-05-28T12:46:38.8925615
stergeElement, 2023-05-28T12:46:38.8937863
viewElement, 2023-05-28T12:46:49.2249089
stergeElement, 2023-05-28T12:46:49.2259084
viewAllAlbums, 2023-05-28T12:48:41.3730252
afiseazaAlbume, 2023-05-28T12:48:41.3780122
getAlbumByName, 2023-05-28T12:48:52.7131083
addElementToAlbum, 2023-05-28T12:48:52.7660875
adaugaElementAlbum, 2023-05-28T12:48:52.7670939
getAlbumByName, 2023-05-28T12:48:57.9755558
addElementToAlbum, 2023-05-28T12:48:57.9765547
adaugaElementAlbum, 2023-05-28T12:48:57.9775501
sizeOfGalery, 2023-05-28T12:59:37.1202653
dimensiuneTotala, 2023-05-28T12:59:37.1202653
